ID,account_type,gender,age,region_code,dc_cons_apr,dc_cons_may,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,cc_cons
6783,current,M,36,231.0,,24304.83629461583,,3.0,5.0,18.0,,3.0,,196168.0,,,,,,,,,301678.81813664787,515287.0535540324,1.0,2.0,54245.401021901096,677630.2751145496,190839.04629827497,2.0,3.0,524398.0753707563,2642.1261216709054,1398593.2457343668,2.0,2.0,336854.59796955896,,12209.0
13334,current,M,44,939.0,8123.204364467879,10767.53589579738,10515.962375970465,16.0,7.0,32.0,4.0,2.0,8.0,336278.0,,,1.0,,,,,,653195.2363834919,447629.02228939394,6.0,1.0,446573.75005795615,599848.5762106723,548272.4825860389,2.0,7.0,154282.05934357547,617491.5651512562,1026749.8536235482,2.0,21.0,267388.7687153059,,9814.0
7466,current,M,45,802.0,,,,27.0,12.0,9.0,,,1.0,47608.0,,,,,,,,,449454.01890489546,432478.4844735913,8.0,1.0,71935.76531246242,707372.9863898503,508299.03004975116,4.0,5.0,181131.03595593825,196609.41121065887,1061859.779814018,4.0,11.0,483585.6285469619,,11638.0
11670,current,M,37,660.0,15776.610352102758,,,,1.0,6.0,9.0,,,337973.0,,,1.0,,,,,,89611.32655347025,481209.7508274992,16.0,4.0,441164.9140393747,363174.0267653226,918165.8282383758,6.0,14.0,74085.82405028718,708664.6372994613,1674083.082071419,5.0,22.0,486672.450869555,,17210.0
14733,current,M,33,242.0,16615.809483589564,14434.777860107024,194.99426781345284,3.0,3.0,14.0,3.0,1.0,5.0,84980.0,,,,,,,,,373023.8348502392,421356.0381852964,30.0,2.0,412087.9530885357,319095.04629856336,120477.15838616448,5.0,29.0,238084.11662316878,766428.7786294556,1139159.5239332186,5.0,22.0,223464.8111549069,,19430.0
3912,current,M,36,719.0,,,,14.0,13.0,16.0,,,2.0,165171.0,,,,,,,,,664506.3123866161,382497.450083634,11.0,3.0,98822.89180558373,166143.59429002044,476777.10388829716,5.0,9.0,42543.173664609334,1599427.8757465759,753873.3555164728,6.0,7.0,467113.4978325233,,18566.0
11646,current,M,26,614.0,69313.56994498824,152477.18107983534,20407.52928604749,7.0,11.0,13.0,11.0,20.0,13.0,53912.0,,,,,,,,,337424.4076814435,90675.10628204359,21.0,14.0,579259.5378110725,829571.5051234238,761721.9070672318,5.0,38.0,139408.16889226707,1077162.1508037422,261087.06452356852,13.0,44.0,259022.86185972104,,9421.0
18037,saving,M,62,297.0,,,,16.0,15.0,2.0,,,,130903.0,,,1.0,,,,,,70644.21411653822,328082.16124329035,11.0,2.0,460401.9082011138,822416.3733057735,857359.6943728111,1.0,1.0,184697.03094194134,938559.7770901392,75231.04750887823,1.0,4.0,102033.07634052569,,14607.0
905,current,M,47,737.0,16025.235260403591,26852.612440244287,1571.8146508591344,1.0,1.0,19.0,6.0,2.0,9.0,468886.0,1.0,,,,,,33878.3315337617,,294245.72770497977,598290.3759319346,21.0,4.0,528413.3698634177,967271.8735300706,497453.4794955397,5.0,11.0,581374.4511224674,1499810.0038417338,272609.7090823814,7.0,15.0,559623.050397536,,8045.0
11255,current,M,35,668.0,,,,6.0,5.0,15.0,,,,352079.0,,,,,,,,,550918.370102813,640380.4187072781,21.0,3.0,319374.89935330447,1019149.7686465369,728724.6978266619,21.0,29.0,449610.0116191169,52688.49052478839,1021236.2316933372,8.0,40.0,28268.61169257109,,13440.0
15152,current,M,43,718.0,,4438.263071332594,,1.0,,22.0,,2.0,,149052.0,,,,,,,,,637308.6793910393,41988.8280374633,11.0,2.0,170672.48743366147,69473.26205033588,997103.9160022666,2.0,12.0,390574.1010746195,802740.1915292874,1125306.798053802,2.0,9.0,551161.8548984651,,8850.0
10605,current,M,37,635.0,11264.958070946048,8092.1380774267545,1839.563839454158,7.0,7.0,23.0,2.0,1.0,7.0,46715.0,,,,,,,,,247367.1115047198,191791.21391113367,11.0,6.0,89277.83311772133,746734.4191569019,963179.453262964,1.0,6.0,70902.72615387771,1739730.4254160472,44787.052496660384,9.0,29.0,445399.7354334722,,38462.0
6415,current,M,31,365.0,,34229.72965735326,,5.0,5.0,16.0,,3.0,,56948.0,,,,,,,,,105147.45215613703,20574.00503751331,13.0,3.0,238489.59024526802,387686.7242312802,896381.2047479713,4.0,18.0,473614.599731755,1504278.0599636903,1069644.5431241698,2.0,16.0,588212.3695457361,,8817.0
18572,saving,M,31,595.0,,,,13.0,6.0,29.0,,,,175791.0,,,,,,,,,63838.35107420412,515300.39491349156,14.0,6.0,475505.062655404,396909.5487167268,267123.39680289343,6.0,8.0,468365.1084002722,1540861.9103362854,816921.7186390838,5.0,9.0,458792.9416594619,,18989.0
7788,current,M,50,777.0,,,,3.0,,32.0,,,,59070.0,,,,1.0,,,,,75705.51181163498,,6.0,0.0,,1055431.9511495621,,0.0,1.0,,1839173.110813705,1437270.874421369,2.0,,285502.02479405963,,9042.0
14559,saving,M,34,258.0,,5046.008744286385,,4.0,5.0,29.0,,8.0,,24428.0,,,,,,,,,113162.0642720769,448284.14860748354,8.0,15.0,453849.5291297077,276003.3091850534,646424.6286036746,1.0,20.0,243618.5288376953,1689274.0621063602,345461.70286895183,8.0,27.0,326486.4918247069,,16581.0
18721,saving,M,31,306.0,,,,8.0,,14.0,,,,38600.0,,,,,,,,,540069.4859948454,393347.35220237094,4.0,3.0,547253.2874674322,723948.471836969,606262.1733423515,1.0,2.0,316685.9003995965,1465350.4699294427,119734.22875276992,1.0,7.0,205635.94918281087,,11512.0
4187,current,M,31,609.0,,,,5.0,13.0,18.0,,,1.0,71267.0,,,,,,,,,149135.33538677628,222071.2691458185,7.0,1.0,98123.21988949316,53784.71555627484,432053.1324840125,1.0,3.0,178071.56859434844,299290.7513756393,1763240.790448931,4.0,16.0,584952.6885100192,,13530.0
187,current,M,36,601.0,903.0106373512473,17539.88829854771,,5.0,,2.0,10.0,4.0,7.0,275116.0,,,,,,,,,80010.32028615533,241409.91756854922,18.0,1.0,289581.82802059304,571247.9669357403,832272.7624251264,5.0,17.0,114634.4506167038,687676.8559403718,1613648.9087064362,3.0,21.0,431693.3267229291,,58277.0
3169,current,M,35,829.0,43636.676267225215,,5043.167659490631,4.0,6.0,7.0,9.0,,9.0,106576.0,,,,,,,,,62293.34967631664,474250.64892626257,16.0,1.0,382040.1818253757,252745.10069209215,836976.0354687169,1.0,5.0,339643.1089811374,558889.122980577,582355.170127179,3.0,11.0,77587.25305585118,,6748.0
1434,current,M,34,321.0,,,,2.0,13.0,29.0,,,,70764.0,,,,,,182830.649092362,,,188251.41345497468,446842.3925059339,13.0,7.0,93232.46861139454,231166.5219628595,941438.8940434613,2.0,2.0,526481.4874173532,793550.6084189733,1076112.8996403466,6.0,12.0,76543.95960314272,,7506.0
13574,current,M,31,509.0,,,,1.0,2.0,18.0,,,,399261.0,,,1.0,,,,,,396710.3030236936,586962.9731567571,13.0,6.0,119109.89080752664,468719.6265772556,307890.1470606585,4.0,6.0,313176.7439818661,1542318.4184690525,559404.2450545322,7.0,6.0,369032.5913184185,,9656.0
7679,current,F,34,215.0,13996.884783443156,32322.835603419702,11509.500805928075,34.0,23.0,14.0,4.0,6.0,2.0,50870.0,,,,,,,,,526815.1714483825,483065.5371787849,39.0,6.0,547901.8055279971,790944.3005409195,517088.61644522287,13.0,48.0,264762.77847973444,659886.2131989334,832800.663352676,26.0,49.0,477054.9544519396,,11791.0
3010,current,M,28,714.0,16185.46527765739,26616.949239874546,13142.89260959483,3.0,2.0,32.0,3.0,1.0,5.0,48591.0,,,,,,,,94.89511116675031,427621.43793683813,74991.41164998633,22.0,16.0,366580.7624516949,170411.1299845425,666442.6241129043,10.0,42.0,216822.9013114549,1065310.7621616984,1155901.8005449576,19.0,76.0,8376.629537487192,,14104.0
9406,current,M,44,796.0,7798.158220147648,,,,1.0,6.0,1.0,,2.0,75892.0,,,,,,,,,446100.67529406055,,10.0,0.0,,377498.8557668607,212993.263037648,1.0,1.0,369589.0363697603,,1525359.864582331,1.0,2.0,71373.86524780937,,921.0
17245,current,M,41,526.0,14747.160101205924,35237.875325684414,3278.754895848113,8.0,9.0,11.0,1.0,3.0,4.0,186357.0,1.0,,,1.0,,,,,418371.2339335587,36392.492973299006,21.0,3.0,238315.25273612625,1021345.4138981288,,0.0,14.0,,655179.9420542044,226170.5734208805,8.0,7.0,262401.3431817179,,11379.0
1681,saving,M,42,631.0,,,,8.0,6.0,29.0,,,,607113.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,10591.0
699,current,M,43,851.0,,,,8.0,15.0,13.0,,,,414958.0,,,,,,,,,342322.49342670443,581887.8526166421,8.0,1.0,528366.8187116133,685052.2066426793,43336.392651959104,2.0,10.0,637216.8305222464,1845973.079231273,868214.4872709864,7.0,1.0,636057.9487074954,,18824.0
4414,current,M,36,213.0,,,,,2.0,3.0,,,,353949.0,,,,,,,,,529058.4620579365,179715.8875098748,11.0,7.0,557324.9555537231,283177.1577211207,1003097.8625790408,2.0,4.0,238866.2669988851,663158.4494139865,89499.92413122271,1.0,4.0,23892.560805183883,,18611.0
475,current,M,39,542.0,3183.9717668948024,32661.658617918023,14842.16283981637,4.0,3.0,19.0,11.0,8.0,6.0,235482.0,,,,,,,,,122174.76009455006,622433.147221519,33.0,8.0,433611.2179586556,294125.8276035089,731337.9174738699,6.0,33.0,297373.64754403057,1782534.230134539,509290.394461175,4.0,18.0,394979.67258943507,,18640.0
11946,current,M,34,251.0,12518.704067151455,19443.090174760207,8195.003872671448,1.0,3.0,22.0,1.0,4.0,6.0,35595.0,,,,,,,,,401970.774140232,27709.20369518083,29.0,6.0,547870.4348790355,130439.82248503315,13935.162157749492,10.0,24.0,621812.289038357,800923.5284903136,437256.45138681657,3.0,18.0,113703.71452697867,,9629.0
19924,current,M,27,703.0,4935.282579739146,21131.375571083365,8750.284050361128,6.0,5.0,10.0,1.0,2.0,20.0,69660.0,,,,,,,,,603826.234948209,134270.9735681921,7.0,1.0,148732.12956715704,675888.4242578162,377746.0083943523,3.0,14.0,92276.53962288662,361622.38481266063,1471155.5725345304,6.0,37.0,447799.67495854787,,13446.0
9852,current,M,34,742.0,7484.506552243156,,,9.0,14.0,23.0,2.0,,,67763.0,,,,,,,,,405422.1617716467,432616.01005729643,24.0,1.0,383744.6075671247,38563.763966509534,187012.0413236998,4.0,24.0,52775.44238678985,1977350.3675838208,1136227.0756829334,5.0,26.0,258491.007948494,,14217.0
17586,current,M,62,271.0,,,,2.0,,22.0,,,,87245.0,1.0,,,,,,58615.061884169736,,548770.7967007452,496539.4006716642,9.0,1.0,76431.1127420091,316470.1219361533,921846.860637955,1.0,3.0,392875.14394967776,802181.7835986784,850213.9564458934,2.0,7.0,507526.195130741,,14681.0
2948,current,M,27,710.0,2756.52130912237,30689.26763628487,11608.984314572925,3.0,1.0,3.0,20.0,15.0,12.0,67271.0,,,,,,,,,346429.50026134204,6552.66765947986,57.0,14.0,54889.145332056425,929408.5232924876,288189.6194215385,11.0,37.0,434524.5687011112,830380.0658271465,1911540.1797455216,7.0,26.0,52343.91227732664,,3043.0
16922,saving,M,47,235.0,,,,6.0,10.0,13.0,,,,2942.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,19788.0
8379,current,M,30,510.0,16091.025521600772,32277.916952996362,,1.0,4.0,5.0,5.0,14.0,8.0,93962.0,,,,,,173885.88564183554,,,530479.0773211818,295821.0556967291,25.0,1.0,152072.15942462804,89375.04712395943,724827.0627324736,2.0,22.0,82045.5990670895,749510.6249597982,962273.6197188686,3.0,31.0,105775.89935307908,,6877.0
19740,saving,M,61,511.0,,,,5.0,5.0,23.0,,,,221292.0,1.0,,,,,,,,,,,,,,,,,,,489609.9281367539,1.0,0.0,401944.60364049353,,18317.0
14866,current,M,35,220.0,,,,10.0,2.0,5.0,,,,95879.0,,,,,,209855.45019510805,,,140581.68280189275,121327.82846822812,7.0,3.0,354974.13929316006,750206.5933970531,963841.6944995548,1.0,4.0,277337.2788161831,514489.15258948883,1154984.0064670204,3.0,2.0,274280.910643141,,7226.0
16981,current,M,31,727.0,15557.467660593618,16482.881474799153,7482.699085706659,16.0,17.0,18.0,3.0,1.0,2.0,35243.0,,,,,,,,,311489.8817095002,355364.2244054285,12.0,3.0,312175.42255883536,1061647.049177659,662432.090834345,8.0,16.0,583022.8618591321,1481631.2901592972,1406929.9026680114,6.0,33.0,425321.0714891028,,48479.0
4330,current,M,28,513.0,1462.138196322487,4944.688838343752,,3.0,3.0,15.0,2.0,1.0,,27757.0,,,,,,,,,389359.4849721068,638627.4914677065,3.0,2.0,275598.73992248013,1089639.0165661338,572522.2049124414,1.0,4.0,385588.85165462986,1937856.6485555428,1642957.9662310532,7.0,16.0,526761.9651142083,,18961.0
11615,current,M,32,788.0,,,,10.0,20.0,26.0,,,,39824.0,,,,,,,,,185549.0190729813,470376.6431021214,9.0,3.0,73211.35957075164,12739.458783962442,352739.38690378703,2.0,11.0,543345.4252696972,1435503.5583287692,1244049.1691261118,7.0,12.0,14525.004406259895,,3854.0
18600,current,M,53,592.0,,4359.453139665617,,5.0,9.0,23.0,,1.0,,148629.0,,,,,,,,,498662.0510553623,241138.8937422817,1.0,4.0,362054.07628430077,1032243.7416162628,890929.0201208484,4.0,8.0,41051.39245337717,1052433.228531781,1146653.1881092847,1.0,6.0,100774.80979370564,,3768.0
8848,saving,M,45,533.0,14118.765050305163,23811.357567348197,12306.368406633239,3.0,7.0,12.0,5.0,12.0,25.0,316092.0,,,1.0,,,533095.9422397398,18741.273664805656,,335231.49567546713,192115.6865454237,47.0,1.0,482871.00628060475,294858.11283744057,514104.51744315407,5.0,42.0,388239.5410371626,537574.1669604065,1846875.5907465687,9.0,61.0,353646.19347627624,,16542.0
12410,current,M,25,332.0,,,,4.0,7.0,22.0,,,,41499.0,,,,,,,,,59747.96895330501,346125.2109465693,7.0,2.0,521378.0808008465,776538.2167619319,389160.7072275353,5.0,3.0,616749.9019518713,1213135.7683552995,11959.705248390359,6.0,7.0,207457.1013993113,,2730.0
16925,current,M,46,825.0,16592.622374011524,26518.620365322513,,14.0,29.0,13.0,3.0,3.0,,129909.0,,,,1.0,,,,,408567.3198455604,314083.25645925663,5.0,1.0,416715.8935046191,227641.9487298903,1039712.4964637564,1.0,6.0,191559.9505598212,423029.6544775915,1199247.0019500845,5.0,6.0,189350.85277245703,,10216.0
792,current,F,36,626.0,9980.512208334034,,,55.0,54.0,85.0,2.0,,1.0,383138.0,,,,,,,62772.31082157615,,486955.5725455243,495111.7917768252,5.0,6.0,321067.4244156598,786302.7127073995,114025.26805300875,3.0,10.0,370546.27803328267,309931.1163816557,1932920.284374876,4.0,2.0,160391.62279057642,,9026.0
9264,saving,M,44,686.0,,22943.412425567418,,13.0,4.0,3.0,,3.0,,145472.0,,,,,,,50834.706909932196,,416027.3440607471,576110.3731183952,26.0,3.0,178977.07044555215,944396.7916058764,198952.1469514224,4.0,15.0,31840.631542781426,195090.94577388992,1174836.3515521544,4.0,16.0,237932.54043199852,,4518.0
15916,current,M,30,711.0,,,,5.0,3.0,33.0,,,1.0,81982.0,,,,,,,,,225687.23034844905,297268.07649890607,16.0,2.0,268537.78350798896,561342.8456578517,1023666.6844528952,8.0,17.0,536314.9353210739,514748.0529690334,185180.39281790712,17.0,23.0,406541.75895219157,,3223.0
15744,current,M,40,335.0,11377.495777572016,11160.115608774675,8644.402360713275,1.0,7.0,7.0,1.0,6.0,5.0,69018.0,,,,,,,,,476520.7855955346,360041.77411285444,27.0,2.0,470708.0267470199,868050.394584412,851387.8541544441,3.0,22.0,209913.98638772234,1818131.2618489785,419038.6109717572,6.0,11.0,383895.9963581421,,2983.0
11823,saving,M,33,531.0,,,,20.0,14.0,25.0,,,,62402.0,,,,,,,,,,313434.5162651695,5.0,1.0,511910.83720846026,431064.38067903294,1055375.3071522063,1.0,1.0,581687.2687921815,1555628.593735081,704434.6085102933,3.0,4.0,7023.793484803724,,14342.0
16179,saving,M,38,679.0,,,,5.0,3.0,20.0,,,,2520.0,,,,,,,,,329411.4831615107,333189.6604127587,3.0,2.0,272845.33370168717,710537.2205240222,325882.0319033634,2.0,4.0,27503.68645853876,1975071.4960198118,1878635.3779836881,5.0,6.0,220280.03584422907,,15176.0
12988,saving,M,38,626.0,,,,1.0,1.0,,,,,249392.0,1.0,,,,,227484.02844264172,,,307211.0331697312,,5.0,0.0,,1037876.175623032,155370.06905750342,1.0,3.0,494530.4001230285,1077039.5693182407,484171.51862880774,6.0,6.0,352579.53542191687,,14897.0
4868,saving,M,38,224.0,61493.842048548926,,7589.347792552398,2.0,4.0,3.0,1.0,,1.0,4435.0,1.0,,1.0,1.0,,,,,466651.8338784518,404749.4873244753,22.0,1.0,69702.21717731596,311021.9336281437,346087.08274738205,2.0,7.0,487801.4541832521,1950052.1228036303,1846630.9269314369,4.0,10.0,198447.15077046046,,17620.0
15021,current,M,36,829.0,,,,8.0,14.0,3.0,,,,121162.0,,,,,,,,,550381.8714739728,89551.1525355289,13.0,3.0,20511.090021395416,49216.57533662961,126280.52913895185,1.0,2.0,587859.7650933702,1420644.0620414757,639620.613770796,7.0,5.0,270998.4865821816,,11321.0
11134,saving,M,34,543.0,,,,14.0,11.0,25.0,,,,37863.0,,,,,,,,,456233.238812769,352848.2867186019,11.0,5.0,228899.84595876985,451395.21409152076,144367.44517878903,3.0,8.0,62792.16695342532,1158742.9258971394,1915531.8791483813,12.0,5.0,220746.28028867368,,3845.0
3558,current,F,28,616.0,,16862.2023948409,11665.669864986345,5.0,11.0,15.0,,2.0,3.0,1757.0,,,,,,,,,104035.8951952047,48775.53690971622,21.0,2.0,457502.7954017714,446253.04388486466,483077.8608334768,2.0,13.0,540075.4909575992,83781.98007815832,230848.21567426852,4.0,9.0,466204.6180660264,,16853.0
4672,current,M,30,604.0,13125.935337102988,42688.6664816592,14875.935363652468,1.0,5.0,,7.0,4.0,7.0,16748.0,,,,,,437334.84124463185,,,367444.6409110049,453043.2945106353,4.0,2.0,207074.30867573828,1009945.7824262208,876869.4503515563,4.0,12.0,498078.7040960637,961770.8130807036,713277.2882446278,3.0,10.0,534101.6146903266,,14574.0
14813,current,F,30,668.0,7013.85863323269,28085.079594042734,13517.136147050163,4.0,5.0,27.0,6.0,14.0,7.0,34679.0,,,,,,,,,41574.57054068661,325362.17024089844,16.0,10.0,545041.0142008739,773116.0641936299,523552.8325171253,13.0,35.0,95044.36037139896,1068188.7113056998,1290232.3791371388,10.0,25.0,226420.0326371049,,16761.0
7506,current,M,34,245.0,,18951.24297383724,,1.0,1.0,29.0,,1.0,,48112.0,,,,,,,,,62253.101480908874,120287.51314579578,8.0,2.0,19787.361795909863,218854.4392913568,594322.1473980772,1.0,8.0,513389.6949582418,728386.0636549162,417701.5379230434,6.0,14.0,417877.9601636636,,8202.0
3250,saving,M,39,690.0,,6216.620638324891,7977.908222423114,8.0,11.0,27.0,,4.0,8.0,216792.0,,,,,,232284.9192376065,,,458300.9118480828,26652.96182761966,20.0,7.0,305444.5107980656,851646.7141928414,432060.7730538981,2.0,11.0,154481.41102896468,1824073.62146094,1223812.7351191158,6.0,22.0,551088.7882536909,,14974.0
7390,current,M,36,295.0,7133.964687627412,28294.91327023915,30255.84059272176,7.0,4.0,13.0,1.0,3.0,2.0,81672.0,,,,,,,69865.06421774633,,431798.543006357,,7.0,0.0,,323194.145376833,751326.7337442259,2.0,4.0,315552.7241745579,1268427.5592189557,1353257.7769675646,3.0,8.0,66029.63622355639,,4747.0
14361,current,F,46,227.0,1494.5861709701474,39463.32510588716,4777.190161615375,10.0,7.0,14.0,5.0,33.0,21.0,198546.0,,,,,,,,,265859.852261504,236239.56126629852,42.0,1.0,332606.32015364576,939471.2866148059,1025796.473174316,5.0,65.0,218848.05359021857,83677.54114551349,731412.4992254613,6.0,35.0,221318.44411475546,,70343.0
17000,current,M,39,761.0,,,,6.0,9.0,15.0,,,1.0,96563.0,,,,,,,,,398996.3863213553,367349.25344893686,12.0,1.0,95092.20507188402,1069829.388410476,674575.6913845427,4.0,6.0,41206.620272826935,743325.8799593138,583714.7288049485,2.0,16.0,179524.63915986655,,15920.0
15045,current,F,29,796.0,,29096.14385846234,40272.06731854487,6.0,6.0,22.0,,6.0,12.0,55861.0,,,,,,,,,409147.14677929226,390964.2125654522,28.0,12.0,71178.6614688154,133119.02470151946,1042080.6051701279,10.0,29.0,230751.4441295707,854622.9617639402,1947222.449329749,5.0,35.0,157523.7126382156,,7186.0
232,current,M,35,434.0,15216.961788783856,43970.75945024158,,12.0,7.0,6.0,2.0,1.0,1.0,76732.0,1.0,,,,,,,,531800.4692466933,462635.2011667218,15.0,4.0,469092.47740857897,267554.40002396144,896495.3171125572,11.0,23.0,381080.3808270309,718293.4524069469,1012856.8864009064,17.0,11.0,433493.88689138397,,20386.0
6290,saving,M,38,318.0,,,,3.0,2.0,,,,,60998.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,17276.0
14786,current,M,30,746.0,8157.883188621887,,,1.0,1.0,18.0,2.0,,,136897.0,,,,,,,,,617766.2549399748,335404.5518166285,20.0,5.0,73207.44988483338,72053.66619317573,840158.6348529427,6.0,18.0,506804.96665220533,7545.377558732167,1481735.1642171906,12.0,20.0,561348.2220749251,,3848.0
8620,current,M,39,311.0,,,,9.0,9.0,31.0,,,,82422.0,,,,,,,,,632833.0582859272,395743.85100307467,16.0,2.0,395969.6528971581,453650.8240974189,829454.8141234576,6.0,20.0,307592.8638187877,1100330.3559342371,1789796.143943995,4.0,16.0,595530.5092091224,,18598.0
17690,current,M,34,727.0,,710.6219404592888,,15.0,2.0,15.0,,8.0,2.0,84611.0,,,,,,,,,203317.0508275638,1089598.547428687,20.0,8.0,9152.87203833609,786872.6462656094,312474.71799024736,5.0,33.0,517531.3958668064,557435.5824267431,1340299.3748676016,12.0,17.0,128293.04836005693,,10242.0
11743,current,M,29,607.0,,,,11.0,20.0,6.0,,,2.0,60784.0,,,,,,,,,418229.8092834954,102417.25159748306,28.0,7.0,513353.7493431968,341457.5012943264,744810.1961580794,1.0,11.0,50290.06970604356,1106092.6650002452,1654361.7315300247,5.0,26.0,232739.5585109797,,4418.0
3958,current,M,35,329.0,15597.354676556832,22478.92204153534,,1.0,2.0,24.0,2.0,6.0,4.0,18488.0,,,,,,678091.2900113282,,,398939.7765346672,179854.23863470636,28.0,3.0,151089.55790565044,696756.1906563293,428873.45679107256,4.0,18.0,284515.84628865385,857273.1962605246,1703496.6914240697,5.0,19.0,603298.7388410664,,6566.0
4350,current,M,26,695.0,17616.870127018366,22387.506945469828,4964.390910598695,6.0,9.0,19.0,4.0,13.0,15.0,81453.0,,,,,,,,,442007.34791486006,158490.11137943462,25.0,7.0,248902.3830494125,850798.5460311328,1076930.7417906765,12.0,42.0,291431.6546880017,1226096.0123689377,372147.32830686716,10.0,37.0,347371.52790784586,,9372.0
19875,current,M,42,690.0,,,,5.0,3.0,19.0,,,,134060.0,,,,,,,,,,,,,,,,,,,,,,,,,9370.0
6258,current,M,35,727.0,1212.1980664996456,30564.41568223996,1094.095958582298,1.0,1.0,33.0,9.0,39.0,21.0,78099.0,,,,,,,,,101107.41203541373,528446.5148811056,19.0,7.0,109612.16140760195,944677.4835062851,526822.790198314,7.0,46.0,529244.2021364593,1353964.0664701622,1309167.3741931084,8.0,22.0,415341.3146387794,,16661.0
4548,current,M,46,638.0,6659.218648277376,,,13.0,21.0,,3.0,,,273901.0,,,,,4139032.8172968337,,,,94306.34632951512,560473.2027229165,1.0,2.0,39940.36194063977,645071.0375557203,789210.9138575194,4.0,13.0,465955.27731038607,49234.30666491417,1750138.710419237,4.0,12.0,225008.24688064345,,20397.0
2526,saving,M,49,545.0,3268.0389264708297,14733.208084818552,1632.270808070685,9.0,3.0,9.0,2.0,1.0,1.0,638739.0,,,,,,,,,48345.37510250918,618641.4984321668,11.0,2.0,576358.6734467162,221975.55678868946,638885.3040411447,2.0,17.0,328159.2277545747,25222.461768182235,1256694.0926296187,4.0,13.0,422576.6057701664,,16832.0
16648,current,M,34,436.0,,45045.00328105077,5336.754627138217,7.0,6.0,22.0,,10.0,7.0,120560.0,,,1.0,,,,,,441276.12704735185,406809.86761251616,9.0,4.0,166926.83370066714,1020482.1443831407,710675.5177883159,5.0,20.0,344085.4542920908,1893420.8349387704,1874547.2645477287,12.0,48.0,368276.53056536283,,14293.0
9654,current,M,34,749.0,,3868.956669447608,4359.570053356461,6.0,9.0,24.0,,7.0,4.0,53934.0,,,,,,,,,416502.53459043294,631454.3558942702,10.0,8.0,428276.8814954507,626166.1198005544,416278.9908743655,1.0,19.0,259879.01321129128,1556759.0889779842,166541.92510524965,4.0,15.0,486817.3052166104,,14134.0
2511,saving,M,37,599.0,13740.410126560872,,5261.589566212864,11.0,6.0,11.0,4.0,,1.0,153857.0,,,,,,,,,348988.9607850174,609087.2144433074,8.0,1.0,273982.9323365516,371816.7454837556,1044821.689386606,12.0,5.0,389548.4626248301,1248261.6889714429,614866.7694921885,2.0,11.0,383820.8465202588,,12204.0
9523,current,M,33,696.0,,,,3.0,11.0,19.0,,,,167111.0,,,,,,,,,5860215.427578262,533154.3688134322,,4.0,294980.21762986004,847301.6623706194,940174.5351599392,4.0,12.0,300470.3100614418,1181004.172617024,538477.8171969221,5.0,14.0,390285.80966613186,,29549.0
15018,current,M,36,235.0,,,,,3.0,33.0,,,,213784.0,,,,,,,,,515076.323847051,50703.78237267257,14.0,5.0,572661.2979186755,989426.4549589944,678834.333556337,4.0,10.0,431617.2729198707,658723.9242217145,1832187.8998672243,4.0,1.0,596797.8825880021,,20209.0
13641,current,M,32,703.0,10141.094650221748,5467.675867191012,,6.0,6.0,6.0,4.0,2.0,8.0,87257.0,,,,,,,,,145637.32527293082,182743.72614043625,35.0,1.0,128742.27214673074,818079.3479977455,250440.61577105874,3.0,15.0,185733.03002598265,1066372.6666974812,1687248.7196442897,7.0,37.0,5178.707599887263,,1289.0
8250,current,M,49,631.0,6781.730688740559,10660.388700392676,11751.996101196142,10.0,2.0,16.0,2.0,1.0,3.0,46997.0,,,,,,,,,270762.1343886861,453701.52667481295,13.0,2.0,242433.02052825468,684755.9938159725,259233.4423665425,5.0,11.0,357127.6070354582,1902774.20207517,1560107.41362246,2.0,9.0,355184.7968710574,,20209.0
7298,current,F,25,656.0,3271.7626711544594,29484.34404516372,1653.6228620614352,,1.0,23.0,9.0,26.0,23.0,83572.0,,,,,,,,,351622.96187224204,650369.512510019,37.0,5.0,380352.1704468728,73246.21877924638,346338.68061482307,7.0,43.0,298744.01400684944,1674429.644155429,90818.50614974847,16.0,52.0,569993.0118579789,,12277.0
16211,current,M,39,305.0,13170.142920755046,20897.184623057805,6886.454827057066,7.0,5.0,7.0,8.0,1.0,18.0,132215.0,,,,,,,,,581950.1145620765,123126.99675315752,2.0,2.0,13214.44622263968,356935.0867532879,1013322.9025462612,4.0,3.0,380569.7451048133,1984348.8436185191,1943563.943472396,9.0,17.0,515569.1284417935,,16794.0
7744,current,M,26,227.0,17628.499534378097,39341.855837776224,3002.859989722123,4.0,6.0,18.0,11.0,29.0,23.0,72813.0,,,,,,,,,670386.4826702798,535541.8783677543,28.0,8.0,477001.8255146522,88680.39102863088,394936.96294370963,11.0,31.0,246695.73639864865,1832757.7608004028,1010337.918932634,7.0,31.0,555826.543825191,,2813.0
